,Candidat,Circ,Departement,Parti,Score
1137,Jean-Michel Vergnes,4.0,-circonscription-gard,FN,"16,25%"
1138,Gérard Baroni,4.0,-circonscription-gard,PS,"9,22%"
1139,Alain Fabre,4.0,-circonscription-gard,Divers gauche,"8,49%"
1140,Max Romanet,4.0,-circonscription-gard,RPR dissident,"6,89%"
1141,Thierry Tournaire,4.0,-circonscription-gard,Les Verts,"6,63%"
1142,François Gilles,4.0,-circonscription-gard,"
									CNI									","3,63%"
1143,Michèle Villanueva,4.0,-circonscription-gard,LO,"1,49%"
1144,Anne-Marie Lombart,4.0,-circonscription-gard,"
									Union écologie démocratie									","1,12%"
1145,Dominique Herman,4.0,-circonscription-gard,LCR,"0,84%"
1146,Francis Somarriba,4.0,-circonscription-gard,"
									Parti de la loi naturelle									","0,41%"
1147,Alain Danilet,5.0,-circonscription-gard,RPR,"27,40%"
1148,Alain Journet,5.0,-circonscription-gard,PS,"21,46%"
1149,Fernand Balez,5.0,-circonscription-gard,PCF,"17,03%"
1150,Christian Pujol,5.0,-circonscription-gard,FN,"15,16%"
1151,Roger Travier,5.0,-circonscription-gard,Les Verts,"8,74%"
1152,Jean-Michel Teulade,5.0,-circonscription-gard,Divers,"4,94%"
1153,Madeleine Pinot,5.0,-circonscription-gard,Divers,"2,61%"
1154,Lucien Degorge,5.0,-circonscription-gard,LO,"2,04%"
1155,Joëlle Guichard,5.0,-circonscription-gard,"
									Parti de la loi naturelle									","0,61%"
1156,Dominique Baudis,1.0,-circonscription-haute-garonne,UDF,"52,73%"
1157,Jean-Jacques Mirassou,1.0,-circonscription-haute-garonne,PS,"18,97%"
1158,Michel Marcouyeux,1.0,-circonscription-haute-garonne,FN,"10,03%"
1159,Marie-Françoise Mendez,1.0,-circonscription-haute-garonne,Les Verts,"8,38%"
1160,Claude Fontès,1.0,-circonscription-haute-garonne,PCF,"7,08%"
1161,Myriam Sarrazin,1.0,-circonscription-haute-garonne,"
									Les nouveaux écologistes									","1,89%"
1162,Jean-Luc Rapine,1.0,-circonscription-haute-garonne,"
									Parti de la loi naturelle									","0,38%"
1163,Christian Dancale,1.0,-circonscription-haute-garonne,Divers droite,"0,36%"
1164,Bernard Guegan,1.0,-circonscription-haute-garonne,Divers,"0,19%"
1165,Robert Huguenard,2.0,-circonscription-haute-garonne,RPR,"38,26%"
1166,Gérard Bapt,2.0,-circonscription-haute-garonne,PS,"26,55%"
1167,Bernard Vincent,2.0,-circonscription-haute-garonne,FN,"11,88%"
1168,Ghislain Vergnes,2.0,-circonscription-haute-garonne,Les Verts,"8,25%"
1169,Charles Marziani,2.0,-circonscription-haute-garonne,PCF,"6,47%"
1170,Josette Loizeau,2.0,-circonscription-haute-garonne,"
									Les nouveaux écologistes									","2,20%"
1171,Elisabeth Podgorny,2.0,-circonscription-haute-garonne,LO,"1,82%"
1172,Jean-Pierre Bouissel,2.0,-circonscription-haute-garonne,"
									CNI									","1,16%"
1173,Danielle Bayle,2.0,-circonscription-haute-garonne,Divers droite,"1,09%"
1174,Didier Pages,2.0,-circonscription-haute-garonne,Divers,"0,91%"
1175,Fabrice Rastoul,2.0,-circonscription-haute-garonne,Parti des travailleurs,"0,55%"
1176,Angelo Ranieri,2.0,-circonscription-haute-garonne,Divers droite,"0,49%"
1177,Gilles Mestejanot,2.0,-circonscription-haute-garonne,"
									Parti de la loi naturelle									","0,37%"
1178,Serge Didier,3.0,-circonscription-haute-garonne,UDF,"40,79%"
1179,Alain Beneteau,3.0,-circonscription-haute-garonne,PS,"23,89%"
1180,Paul Berthollet,3.0,-circonscription-haute-garonne,FN,"9,71%"
1181,Jean-François Maury,3.0,-circonscription-haute-garonne,Les Verts,"7,56%"
1182,Jean Zanesco,3.0,-circonscription-haute-garonne,PCF,"7,12%"
1183,Henri Farreny,3.0,-circonscription-haute-garonne,"
									Union écologie démocratie									","3,91%"
1184,Jacqueline Santi,3.0,-circonscription-haute-garonne,LO,"2,31%"
1185,Marie-France Schwartz-Beaumont,3.0,-circonscription-haute-garonne,"
									Les nouveaux écologistes									","1,73%"
1186,Patrick de Perignon,3.0,-circonscription-haute-garonne,"
									Union des indépendants									","1,53%"
1187,Bernard Durand,3.0,-circonscription-haute-garonne,Ecologiste,"0,85%"
1188,Michel Pons,3.0,-circonscription-haute-garonne,"
									Parti de la loi naturelle									","0,58%"
1189,Jean Diebold,4.0,-circonscription-haute-garonne,RPR,"45,26%"
1190,Robert Loïdi,4.0,-circonscription-haute-garonne,PS,"19,98%"
1191,Bernard Antony,4.0,-circonscription-haute-garonne,FN,"12,33%"
1192,Michel Mustin,4.0,-circonscription-haute-garonne,Génération écologie,"8,59%"
1193,Sylviane Ainard,4.0,-circonscription-haute-garonne,PCF,"7,18%"
1194,Henri Sanchez,4.0,-circonscription-haute-garonne,Divers,"2,50%"
1195,Frédéric Borras,4.0,-circonscription-haute-garonne,LCR,"1,57%"
1196,Robert Roig,4.0,-circonscription-haute-garonne,LO,"1,52%"
1197,Thierry Dupin,4.0,-circonscription-haute-garonne,Parti des travailleurs,"0,68%"
1198,Marie-France Graude,4.0,-circonscription-haute-garonne,"
									Parti de la loi naturelle									","0,40%"
1199,Grégoire Carneiro,5.0,-circonscription-haute-garonne,RPR,"36,88%"
1200,Jacques Roger-Machart,5.0,-circonscription-haute-garonne,PS,"26,06%"
1201,Serge Laroze,5.0,-circonscription-haute-garonne,FN,"12,59%"
1202,Didier Houi,5.0,-circonscription-haute-garonne,Génération écologie,"8,88%"
1203,Michel Indelicato,5.0,-circonscription-haute-garonne,PCF,"7,91%"
1204,Paule Rouge,5.0,-circonscription-haute-garonne,"
									Les nouveaux écologistes									","4,07%"
1205,Michèle Puel,5.0,-circonscription-haute-garonne,LO,"2,68%"
1206,Bernard Doyon,5.0,-circonscription-haute-garonne,"
									Parti de la loi naturelle									","0,92%"
1207,Françoise de Veyrinas,6.0,-circonscription-haute-garonne,UDF,"39,13%"
1208,Hélène Mignon,6.0,-circonscription-haute-garonne,PS,"22,53%"
1209,Jean-Pascal Serbera,6.0,-circonscription-haute-garonne,FN,"13,48%"
1210,Christian Moretto,6.0,-circonscription-haute-garonne,Génération écologie,"8,48%"
1211,Bernard Marquié,6.0,-circonscription-haute-garonne,PCF,"7,48%"
1212,Josiane Lavigne,6.0,-circonscription-haute-garonne,"
									Les nouveaux écologistes									","3,86%"
1213,Anne-Marie Laflorentie,6.0,-circonscription-haute-garonne,LO,"2,19%"
1214,Jean-Paul Fonvieille,6.0,-circonscription-haute-garonne,LCR,"2,14%"
1215,Thierry Beauvallet,6.0,-circonscription-haute-garonne,"
									Parti de la loi naturelle									","0,70%"
1216,Jean-Pierre Bastiani,7.0,-circonscription-haute-garonne,UDF,"37,48%"
1217,Lionel Jospin,7.0,-circonscription-haute-garonne,PS,"29,40%"
1218,Louis Chantriaux,7.0,-circonscription-haute-garonne,FN,"10,29%"
1219,Michel Veyssière,7.0,-circonscription-haute-garonne,PCF,"8,04%"
1220,René-Marc Willemot,7.0,-circonscription-haute-garonne,Les Verts,"7,77%"
1221,Nicole Descamps,7.0,-circonscription-haute-garonne,"
									Les nouveaux écologistes									","3,49%"
1222,Martine Guiraud,7.0,-circonscription-haute-garonne,LO,"2,76%"
1223,Jean-Jacques Giral,7.0,-circonscription-haute-garonne,"
									Parti de la loi naturelle									","0,77%"
1224,Alain Rouleau,8.0,-circonscription-haute-garonne,RPR,"37,70%"
1225,Jean-Louis Idiart,8.0,-circonscription-haute-garonne,PS,"34,04%"
1226,Jean-Paul Mauvais,8.0,-circonscription-haute-garonne,FN,"8,00%"
1227,André Marquerie,8.0,-circonscription-haute-garonne,PCF,"7,09%"
1228,Nadine Saugoult,8.0,-circonscription-haute-garonne,Génération écologie,"4,77%"
1229,André Laveran,8.0,-circonscription-haute-garonne,"
									Union des indépendants									","3,90%"
1230,Chantal Mondain,8.0,-circonscription-haute-garonne,"
									Les nouveaux écologistes									","2,50%"
1231,André Fourcade,8.0,-circonscription-haute-garonne,Divers,"0,83%"
1232,René-Pierre Domergue,8.0,-circonscription-haute-garonne,LCR,"0,79%"
1233,Philippe Plantey,8.0,-circonscription-haute-garonne,"
									Parti de la loi naturelle									","0,37%"
1234,Yves Rispat,1.0,-circonscription-gers,RPR,"31,26%"
1235,Claude Desbons,1.0,-circonscription-gers,PS,"25,59%"
1236,André Daguin,1.0,-circonscription-gers,UDF,"16,98%"
1237,Gérard Lacaze,1.0,-circonscription-gers,PCF,"8,11%"
1238,Jacques Guareschi,1.0,-circonscription-gers,FN,"6,65%"
1239,Jacques Rousseau,1.0,-circonscription-gers,Génération écologie,"5,46%"
1240,Marie-Joëlle Aubril,1.0,-circonscription-gers,"
									Les nouveaux écologistes									","3,04%"
1241,Jean-Loup Thomazo,1.0,-circonscription-gers,"
									Union des indépendants									","2,39%"
1242,Paul Blanchard,1.0,-circonscription-gers,"
									Parti de la loi naturelle									","0,51%"
1243,Aymeri de Montesquiou,2.0,-circonscription-gers,UDF,"46,02%"
1244,Jean-Pierre Joseph,2.0,-circonscription-gers,PS,"25,65%"
1245,Nadine Berthome,2.0,-circonscription-gers,FN,"7,99%"
1246,Paul Caperan,2.0,-circonscription-gers,PCF,"7,82%"
1247,Danielle Arrieu,2.0,-circonscription-gers,Les Verts,"6,51%"
1248,Pierre Hugon,2.0,-circonscription-gers,Divers,"3,90%"
1249,Josiane Miquel,2.0,-circonscription-gers,"
									Les nouveaux écologistes									","1,35%"
1250,Christine Cohen,2.0,-circonscription-gers,"
									Parti de la loi naturelle									","0,76%"
1251,Jean Valleix,1.0,-circonscription-gironde,RPR,"46,89%"
1252,Joëlle Dusseau,1.0,-circonscription-gironde,PS,"18,33%"
1253,Jacques Colombier,1.0,-circonscription-gironde,FN,"12,16%"
1254,Michel Duchêne,1.0,-circonscription-gironde,Les Verts,"10,88%"
1255,Vincent Maurin,1.0,-circonscription-gironde,PCF,"6,27%"
1256,Micheline Garuz,1.0,-circonscription-gironde,"
									Les nouveaux écologistes									","2,49%"
1257,Denis Lacoste,1.0,-circonscription-gironde,LO,"2,39%"
1258,Marie-Paule Girard,1.0,-circonscription-gironde,"
									Parti de la loi naturelle									","0,58%"
1259,Jacques Chaban-Delmas,2.0,-circonscription-gironde,RPR,"41,67%"
1260,Pierre Sirgue,2.0,-circonscription-gironde,FN,"12,72%"
1261,Daniel Jault,2.0,-circonscription-gironde,PS dissident,"12,59%"
1262,Pierre Hurmic,2.0,-circonscription-gironde,Génération écologie,"10,65%"
1263,Daniel Fédou,2.0,-circonscription-gironde,Divers,"5,89%"
1264,Claude Mellier,2.0,-circonscription-gironde,PCF,"5,79%"
1265,François Tournier,2.0,-circonscription-gironde,Mouvement des radicaux de gauche,"4,62%"
1266,Micheline Guérini,2.0,-circonscription-gironde,Ecologiste,"2,24%"
1267,Jean-Pierre Roche,2.0,-circonscription-gironde,"
									Union écologie démocratie									","2,17%"
1268,Bernard Couturier,2.0,-circonscription-gironde,LCR,"1,38%"
1269,Laurent Sinck,2.0,-circonscription-gironde,"
									Parti de la loi naturelle									","0,28%"
1270,Gérard Castagnera,3.0,-circonscription-gironde,RPR,"33,31%"
1271,Claude Barande,3.0,-circonscription-gironde,PS,"18,23%"
1272,Noël Mamère,3.0,-circonscription-gironde,Génération écologie,"17,71%"
1273,Annie Guilhamet,3.0,-circonscription-gironde,PCF,"13,51%"
1274,Henri Lastrade,3.0,-circonscription-gironde,FN,"9,52%"
1275,Marie-Joëlle Coycaut,3.0,-circonscription-gironde,"
									Les nouveaux écologistes									","2,06%"
1276,Gérard Barthélémy,3.0,-circonscription-gironde,LO,"1,90%"
1277,Jean-Alain Boutareaud,3.0,-circonscription-gironde,Parti des travailleurs,"1,11%"
1278,Pierre Wendzinski,3.0,-circonscription-gironde,"
									Union écologie démocratie									","1,03%"
1279,Monique Nicolas,3.0,-circonscription-gironde,LCR,"0,77%"
1280,Thérèse Georget,3.0,-circonscription-gironde,"
									Mouvement des démocrates									","0,57%"
1281,Paul Assante,3.0,-circonscription-gironde,"
									Parti de la loi naturelle									","0,28%"
1282,Francis Verpière,3.0,-circonscription-gironde,Divers droite,"0,01%"
1283,Pierre Garmendia,4.0,-circonscription-gironde,PS,"32,46%"
1284,Jean-Pierre Favroul,4.0,-circonscription-gironde,RPR,"27,18%"
1285,Michel Munier,4.0,-circonscription-gironde,FN,"13,73%"
1286,Didier Iglesias,4.0,-circonscription-gironde,PCF,"9,73%"
1287,Jean-Hervé Le Bars,4.0,-circonscription-gironde,Les Verts,"8,35%"
1288,Philippe Brugère,4.0,-circonscription-gironde,LO,"2,84%"
1289,Aziz Radi,4.0,-circonscription-gironde,"
									Union écologie démocratie									","1,72%"
1290,Nadine Legrand,4.0,-circonscription-gironde,"
									Les nouveaux écologistes									","1,44%"
1291,Yves Rauzier,4.0,-circonscription-gironde,Parti occitan,"1,30%"
1292,Yvan Gavoille,4.0,-circonscription-gironde,Divers,"1,26%"
1293,Xavier Pintat,5.0,-circonscription-gironde,UDF,"36,81%"
1294,Pierre Brana,5.0,-circonscription-gironde,PS,"21,83%"
1295,Henri Sabarot,5.0,-circonscription-gironde,CPNT,"13,82%"
1296,Jean-Philippe Lavalette,5.0,-circonscription-gironde,FN,"9,97%"
1297,Conchita Cimbron,5.0,-circonscription-gironde,PCF,"5,97%"
1298,Luc Lapère,5.0,-circonscription-gironde,Génération écologie,"5,78%"
1299,Lionel Mostolat,5.0,-circonscription-gironde,"
									Les nouveaux écologistes									","3,13%"
1300,Christian Grimbert,5.0,-circonscription-gironde,LO,"2,70%"
1301,Pierre Favre,6.0,-circonscription-gironde,UDF,"34,20%"
1302,Michel Sainte-Marie,6.0,-circonscription-gironde,PS,"33,09%"
1303,François-Régis Taveau,6.0,-circonscription-gironde,FN,"10,70%"
1304,Dominique Prost,6.0,-circonscription-gironde,Génération écologie,"8,47%"
1305,Bernard Proudhom,6.0,-circonscription-gironde,PCF,"5,66%"
1306,Annie Lajouveigne,6.0,-circonscription-gironde,"
									Les nouveaux écologistes									","2,31%"
1307,Nelly Malaty,6.0,-circonscription-gironde,LO,"2,05%"
1308,Jérôme Thévenon,6.0,-circonscription-gironde,Divers,"1,12%"
1309,Roger Vergé,6.0,-circonscription-gironde,Parti des travailleurs,"0,96%"
1310,Michel Jaquet,6.0,-circonscription-gironde,"
									Alliance populaire									","0,94%"
1311,Thierry Le Floch,6.0,-circonscription-gironde,"
									Parti de la loi naturelle									","0,50%"
1312,Pierre Letamendia,7.0,-circonscription-gironde,UDF,"31,39%"
1313,Pierre Ducout,7.0,-circonscription-gironde,PS,"29,70%"
1314,Maurice Le Gentil,7.0,-circonscription-gironde,FN,"9,59%"
1315,Jean-Pierre Dufour,7.0,-circonscription-gironde,Les Verts,"9,47%"
1316,Christiane Gomez,7.0,-circonscription-gironde,PCF,"6,71%"
1317,Michel Dufranc,7.0,-circonscription-gironde,CPNT,"5,73%"
1318,Guy Lafon,7.0,-circonscription-gironde,LO,"2,62%"
1319,Kleber Haye,7.0,-circonscription-gironde,"
									Union écologie démocratie									","2,27%"
1320,Marie-France Aoustin,7.0,-circonscription-gironde,"
									Les nouveaux écologistes									","2,08%"
1321,Jacques Thollier,7.0,-circonscription-gironde,"
									Parti de la loi naturelle									","0,41%"
1322,Hugues Lamoine,7.0,-circonscription-gironde,Divers,"0,02%"
1323,Marie-Louise Prost,7.0,-circonscription-gironde,Divers droite,"0,01%"
1324,Robert Cazalet,8.0,-circonscription-gironde,UDF,"36,47%"
1325,Jean-François Acot-Mirande,8.0,-circonscription-gironde,PS,"17,63%"
1326,Jean Seinlary,8.0,-circonscription-gironde,CPNT,"11,01%"
1327,Claude Gamelin,8.0,-circonscription-gironde,FN,"10,11%"
1328,Claude Espied,8.0,-circonscription-gironde,"
									CNI									","8,88%"
1329,André Falguière,8.0,-circonscription-gironde,Génération écologie,"5,87%"
1330,Pierre Cléaz,8.0,-circonscription-gironde,PCF,"5,74%"
1331,Aline Porras,8.0,-circonscription-gironde,"
									Les nouveaux écologistes									","2,24%"
1332,Michel Page,8.0,-circonscription-gironde,UDF dissident,"1,57%"
1333,Michel Touya,8.0,-circonscription-gironde,"
									Parti de la loi naturelle									","0,47%"
1334,Philippe Dubourg,9.0,-circonscription-gironde,RPR,"33,84%"
1335,Bernard Castagnet,9.0,-circonscription-gironde,PS,"21,99%"
1336,Pierre Augey,9.0,-circonscription-gironde,PCF,"13,52%"
1337,Alain de Peretti,9.0,-circonscription-gironde,FN,"10,68%"
1338,Francis Magenties,9.0,-circonscription-gironde,CPNT,"6,35%"
1339,André Orive,9.0,-circonscription-gironde,Génération écologie,"5,61%"
1340,Marie-France Théron,9.0,-circonscription-gironde,"
									CNI									","4,09%"
1341,Jacqueline Bordier,9.0,-circonscription-gironde,"
									Les nouveaux écologistes									","2,34%"
1342,Hervé Fleuranceau,9.0,-circonscription-gironde,"
									Alliance populaire									","0,63%"
1343,Fernand Georget,9.0,-circonscription-gironde,"
									Mouvement des démocrates									","0,48%"
1344,Arlette Villattes,9.0,-circonscription-gironde,"
									Parti de la loi naturelle									","0,46%"
1345,Jean-Claude Bireau,10.0,-circonscription-gironde,RPR,"33,49%"
1346,Gilbert Mitterrand,10.0,-circonscription-gironde,PS,"28,28%"
1347,Jacques Labegorre,10.0,-circonscription-gironde,FN,"10,06%"
1348,Jean-Louis Arcaraz,10.0,-circonscription-gironde,PCF,"5,70%"
1349,Louis-Raymond Préaud,10.0,-circonscription-gironde,Divers droite,"5,38%"
1350,Gérard Chausset,10.0,-circonscription-gironde,Les Verts,"4,89%"
1351,Alain Dupuy,10.0,-circonscription-gironde,CPNT,"4,54%"
1352,Jean-Pierre Ladreyt,10.0,-circonscription-gironde,Divers droite,"2,99%"
1353,Marie-Jeanne Brau,10.0,-circonscription-gironde,"
									Les nouveaux écologistes									","2,12%"
1354,Marie-Thérèse Roberti,10.0,-circonscription-gironde,Ecologiste,"1,89%"
1355,André Demarcq,10.0,-circonscription-gironde,Divers droite,"0,49%"
1356,Gérard Belloc,10.0,-circonscription-gironde,Divers,"0,17%"
1357,André Fernandez,10.0,-circonscription-gironde,Divers,"0,00%"
1358,Daniel Picotin,11.0,-circonscription-gironde,UDF,"37,71%"
1359,Bernard Madrelle,11.0,-circonscription-gironde,PS,"29,55%"
1360,Didier Fontaine,11.0,-circonscription-gironde,FN,"9,01%"
1361,Janick Bergeon,11.0,-circonscription-gironde,CPNT,"8,19%"
1362,Denis Baldes,11.0,-circonscription-gironde,PCF,"5,85%"
1363,Jean-Pierre Verret,11.0,-circonscription-gironde,Les Verts,"5,33%"
1364,Jacqueline Bousquet,11.0,-circonscription-gironde,"
									Les nouveaux écologistes									","2,87%"
1365,Antoine Charruey,11.0,-circonscription-gironde,Divers droite,"1,49%"
1366,Willy Dimeglio,1.0,-circonscription-herault,UDF,"39,44%"
1367,Alain Jamet,1.0,-circonscription-herault,FN,"18,20%"
1368,Josette Claverie,1.0,-circonscription-herault,PS,"16,80%"
1369,Christophe Morales,1.0,-circonscription-herault,Génération écologie,"10,67%"
1370,Marylise Blanc,1.0,-circonscription-herault,PCF,"6,57%"
1371,Colette Boquet,1.0,-circonscription-herault,"
									Les nouveaux écologistes									","2,94%"
1372,Nathalie Piquemal,1.0,-circonscription-herault,LCR,"1,85%"
1373,Monique Veissier,1.0,-circonscription-herault,Divers,"1,29%"
1374,Philippe Augé,1.0,-circonscription-herault,"
									Mouvement des réformateurs									","1,06%"
1375,André Troise,1.0,-circonscription-herault,"
									Alliance populaire									","0,69%"
1376,Michel Plantie,1.0,-circonscription-herault,"
									Parti de la loi naturelle									","0,48%"
1377,Bernard Serrou,2.0,-circonscription-herault,RPR,"21,71%"
1378,Jean-Louis Lamarque,2.0,-circonscription-herault,Divers gauche,"19,24%"
1379,Danièle Santonja,2.0,-circonscription-herault,UDF,"16,95%"
1380,René Graverot,2.0,-circonscription-herault,FN,"14,49%"
1381,Jean-Louis Garcia,2.0,-circonscription-herault,Les Verts,"9,36%"
1382,Jacques Bonnet,2.0,-circonscription-herault,PCF,"5,93%"
1383,Bernard Alibert,2.0,-circonscription-herault,PS dissident,"3,98%"
1384,Jean-Claude Biau,2.0,-circonscription-herault,"
									Solidarité, écologie, gauche alternative									","2,96%"
1385,Alice Idziak,2.0,-circonscription-herault,"
									Les nouveaux écologistes									","1,95%"
